"","CellNumbers","CellLifetime","CellFate"
"1",1,73.3333333333333,1
"2",2,29.3333333333333,1
"3",3,37,1
"4",4,19,1
"5",5,36.3333333333333,0
"6",6,37.3333333333333,0
"7",7,17,1
"8",8,24.3333333333333,0
"9",9,25,0
"10",14,17,1
"11",15,11.3333333333333,1
"12",28,2,0
"13",29,2.33333333333333,0
"14",30,2,0
"15",31,2.66666666666667,0
